,Zone,Time,Value
0,PGE_bay,1,0.0
1,PGE_bay,2,0.0
2,PGE_bay,3,0.0
3,PGE_bay,4,0.0
4,PGE_bay,5,0.0
5,PGE_bay,6,0.0
6,PGE_bay,7,0.0
7,PGE_bay,8,2.7597959190518333
8,PGE_bay,9,11.590612639860343
9,PGE_bay,10,17.61391362745474
10,PGE_bay,11,18.886442005115523
11,PGE_bay,12,18.60807642250223
12,PGE_bay,13,18.647842934304126
13,PGE_bay,14,17.995672140752973
14,PGE_bay,15,14.01106765820263
15,PGE_bay,16,6.683425083505927
16,PGE_bay,17,0.9543962832455907
17,PGE_bay,18,0.0
18,PGE_bay,19,0.0
19,PGE_bay,20,0.0
20,PGE_bay,21,0.0
21,PGE_bay,22,0.0
22,PGE_bay,23,0.0
23,PGE_bay,24,0.0
24,PGE_valley,1,0.0
25,PGE_valley,2,0.0
26,PGE_valley,3,0.0
27,PGE_valley,4,0.0
28,PGE_valley,5,0.0
29,PGE_valley,6,0.0
30,PGE_valley,7,0.0
31,PGE_valley,8,267.90463347536496
32,PGE_valley,9,1125.147989965702
33,PGE_valley,10,1709.854356205884
34,PGE_valley,11,1833.3838702002881
35,PGE_valley,12,1806.3617890140124
36,PGE_valley,13,1810.2220863263374
37,PGE_valley,14,1746.9132104042048
38,PGE_valley,15,1360.1114197092256
39,PGE_valley,16,648.7873016247789
40,PGE_valley,17,92.64713549580345
41,PGE_valley,18,0.0
42,PGE_valley,19,0.0
43,PGE_valley,20,0.0
44,PGE_valley,21,0.0
45,PGE_valley,22,0.0
46,PGE_valley,23,0.0
47,PGE_valley,24,0.0
48,SCE,1,0.0
49,SCE,2,0.0
50,SCE,3,0.0
51,SCE,4,0.0
52,SCE,5,0.0
53,SCE,6,0.0
54,SCE,7,0.0
55,SCE,8,562.1806501772253
56,SCE,9,2361.050722934514
57,SCE,10,3588.019442629669
58,SCE,11,3847.238186227236
59,SCE,12,3790.5340860652686
60,SCE,13,3798.634671802692
61,SCE,14,3665.7850657089384
62,SCE,15,2854.1063748190545
63,SCE,16,1361.4384429363924
64,SCE,17,194.4140576981759
65,SCE,18,0.0
66,SCE,19,0.0
67,SCE,20,0.0
68,SCE,21,0.0
69,SCE,22,0.0
70,SCE,23,0.0
71,SCE,24,0.0
72,SDGE,1,0.0
73,SDGE,2,0.0
74,SDGE,3,0.0
75,SDGE,4,0.0
76,SDGE,5,0.0
77,SDGE,6,0.0
78,SDGE,7,0.0
79,SDGE,8,131.14141348679638
80,SDGE,9,550.7687413681786
81,SDGE,10,836.9870808897937
82,SDGE,11,897.455744169008
83,SDGE,12,884.2282240766799
84,SDGE,13,886.1178698041552
85,SDGE,14,855.1276798735579
86,SDGE,15,665.7851779805177
87,SDGE,16,317.5864585977076
88,SDGE,17,45.35149745941085
89,SDGE,18,0.0
90,SDGE,19,0.0
91,SDGE,20,0.0
92,SDGE,21,0.0
93,SDGE,22,0.0
94,SDGE,23,0.0
95,SDGE,24,0.0
